Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
035d178a85ed30,10285d91a41439,a4f4a4bd77bdd7,0,4,0.0,0,0,2,37,0,0,0,0.0,1894,squad,27,26,1477,0,4762.0,0,0.0,0,0,3399.0,4,0,0.7974458034201996
66bee636337c51,fd602c58252f28,0cbdfa444c89bd,1,1,142.3,1,0,8,31,0,1,1,16.99,1391,squad-fpp,27,26,1434,0,24.13,0,0.0,0,0,1541.0,3,0,0.522970124651936
137c953df7e6c8,55db06f9184e85,5161bc3fef53a2,0,1,170.0,1,0,2,61,1402,0,0,0.0,1366,squad-fpp,27,25,-1,0,0.0,0,0.0,0,0,1256.0,7,1603,0.44287318668733594
959faf75e11af8,b7ef92add06804,cd52197ef7c804,0,1,188.8,1,0,0,29,0,1,1,13.66,1848,squad,28,26,1496,0,0.0,0,0.0,0,0,1381.0,10,0,0.6297541964203712
26ef0f12015547,1daae01f6a10da,f32aa2c1a33aa2,0,0,100.0,0,0,0,40,1121,1,1,2.759,1423,solo-fpp,97,94,-1,0,0.0,0,0.0,0,0,269.3,5,1511,0.4541641666570275
e2b658874dfa94,aa6fd0f89d97b9,a139eac809980a,0,0,200.0,2,0,0,38,1284,1,1,29.52,1357,squad-fpp,31,28,-1,0,0.0,0,0.0,0,0,179.3,3,1407,0.1917795186612294
d7cc47359607d9,a3a0c234d6a8e4,61500d7d18d469,0,0,0.0,0,0,0,84,0,0,0,0.0,1363,squad-fpp,29,29,1441,0,0.0,0,0.0,0,0,46.88,2,0,0.09913583996154696
cb0fd51f786984,e440930d287d19,cd52197ef7c804,0,0,436.0,3,1,0,12,0,3,1,45.5,1848,squad,28,26,1509,1,3118.0,0,0.0,0,0,1025.0,6,0,0.4722428159727625
2e8bc5365fe3d3,e49dd8c5d045c2,bd7dff6c9fd319,0,0,186.2,1,0,1,25,1236,2,1,6.081,1320,duo-fpp,49,49,-1,0,0.0,0,0.0,1,0,71.35,2,1553,0.15990530767516753
2cfbe9b69dc60a,83a975cedeb11c,f2a26c473a60a3,2,1,171.1,0,0,2,47,1133,0,0,0.0,1824,duo-fpp,48,46,-1,0,3605.0,0,0.0,0,0,1971.0,6,1503,0.654485720746932
862756c61401f4,00d4eed7b4a599,e0f1a8f725a083,0,0,238.8,1,0,0,20,0,2,2,9.382,1384,duo-fpp,50,50,1495,0,1311.0,0,0.0,0,0,445.8,8,0,0.5036682413939584
fbb89caa340612,aa50e9d1aad766,f92d9ae9b7849b,0,0,164.1,1,0,0,42,0,1,1,14.2,1322,squad,28,27,1513,0,0.0,0,0.0,0,0,251.1,3,0,0.14523419269219173
19388a371b2269,8c4ae1328979d8,f4cf26a84ca035,0,0,0.0,0,0,0,93,0,0,0,0.0,1967,squad-fpp,29,28,1469,0,0.0,0,0.0,0,0,39.13,1,0,0.0
1db69264128302,307447e55b6184,55c4c016afe3a2,1,0,61.89,0,0,1,78,0,0,0,0.0,1774,squad-fpp,27,26,1500,0,0.0,0,0.0,0,0,571.5,3,0,0.10643009063138978
6244769ca9e206,7b12e4a0d749fa,fff2c218352941,1,3,166.9,1,0,0,47,1326,0,0,0.0,1397,squad-fpp,28,28,-1,0,596.0,0,0.0,0,0,3023.0,9,1509,0.9507514536489755
7b7e3795d09306,250ffb3ad58c43,70f9a656aba1ac,0,0,19.35,0,0,0,87,0,0,0,0.0,1388,solo-fpp,97,94,1682,0,0.0,0,0.0,0,0,29.39,3,0,0.09579449908828531
5c5a949436f650,709f353c0cb865,c6a1c9bc246658,0,0,0.0,1,0,0,85,0,0,0,0.0,1366,squad-fpp,27,27,1500,0,0.0,0,0.0,2,0,0.8633,0,0,0.03586206594747353
2cbe20c0f69e73,9d8c8b247df524,eed6866288147c,0,1,143.0,2,1,2,16,0,2,1,139.7,1944,squad-fpp,25,23,1497,0,2191.0,0,0.0,0,0,3924.0,4,0,0.7555008557254
5ca05c41bc279b,f59119a40fe67e,98d37b5c095be0,0,0,106.3,0,0,0,72,1298,0,0,0.0,1844,duo-fpp,47,43,-1,1,0.0,0,0.0,0,0,340.9,5,1577,0.24843000882142435
d5ad25eac50acb,29e8ded17b7600,cd52197ef7c804,0,7,131.6,1,0,11,24,0,1,1,3.3139999999999996,1848,squad,28,26,1500,0,5238.0,1,0.0,0,0,3460.0,6,0,0.8347749601026508
e953d0aa38ca1b,3d7bb3a76b492d,cde69bf8b6472f,0,0,237.7,0,1,1,16,1227,2,1,6.667000000000001,1883,solo-fpp,97,95,-1,0,0.0,0,0.0,0,0,567.8,3,1463,0.5160118620362498
c6a8b3e76fa6a2,f7d39f679c33c6,c98f840e9704d9,0,0,0.0,0,0,0,79,1469,0,0,0.0,1955,squad-fpp,30,29,-1,0,0.0,0,0.0,0,0,289.9,3,1554,0.16261011699311967
1a9de71cfcc7fb,4414a9c214dfc8,25ade93a241f39,1,5,351.2,2,1,3,7,0,4,1,89.77,1413,duo,48,48,1473,2,792.0,0,0.0,0,0,1829.0,5,0,0.6649379939834414
0347c1c6496dd2,f42e41e60c5e6e,a36f7fdc32349c,0,1,52.8,0,0,1,81,0,0,0,0.0,905,crashfpp,50,47,1500,0,574.5,0,0.0,0,0,382.7,2,0,0.16631501194947831
74e364309dd399,152bf0dd52a30e,61500d7d18d469,0,1,200.0,2,0,0,17,0,1,1,106.4,1363,squad-fpp,29,29,1456,1,0.0,0,0.0,0,0,2836.0,4,0,0.869233454198778
a4e0bc7c927455,5e50fefde6370e,57ca154b527f49,0,0,0.0,0,0,0,71,1355,0,0,0.0,1362,duo-fpp,50,50,-1,0,0.0,0,0.0,0,0,4.013,0,1441,0.3050082501595509
55b8560165d36b,cdde81fa579415,a986dd98de8eae,0,1,28.97,0,0,0,58,1288,0,0,0.0,1786,squad-fpp,29,29,-1,0,2561.0,0,0.0,0,0,490.2,6,1537,0.43558640740199345
16514c5d4e30a2,8691c5b8f507af,a0881eedeee3b5,1,5,602.4,5,1,6,5,0,4,1,40.7,1362,squad-fpp,28,28,1577,0,0.0,0,0.0,0,0,3065.0,4,0,0.8898016457172853
a538017deddec2,876ca48da647a8,b71ba7a2729b75,0,3,118.7,1,0,2,22,0,1,1,69.24,1816,squad-fpp,27,26,1593,0,5156.0,0,0.0,0,0,3339.0,6,0,0.9244894295626687
1aeb1055ba46a0,b9eae00afeb44d,61500d7d18d469,0,1,103.1,0,0,1,67,0,0,0,0.0,1363,squad-fpp,29,29,1598,0,0.0,0,0.0,0,0,844.3,3,0,0.4289292469940819
58c206c1d95f3c,94bcae068065b6,cd52197ef7c804,1,0,70.97,0,0,0,77,0,0,0,0.0,1848,squad,28,26,1500,1,0.0,0,0.0,0,0,255.2,3,0,0.17272604818393755
3eca185a27b964,2cf441cef3a0be,a986dd98de8eae,0,0,18.2,0,0,0,69,1263,0,0,0.0,1786,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,433.8,3,1541,0.32398827322178736
899a6f50545549,eaf8b27a7ae6c8,a36f7fdc32349c,0,0,125.2,2,1,0,17,0,2,1,1.714,905,crashfpp,50,47,1500,0,329.3,0,0.0,0,0,457.4,1,0,0.21062483489329437
76d1551cd7a3bb,b22e8d2d8666de,e9d203a36b1d0a,0,0,0.0,0,0,0,91,0,0,0,0.0,1395,squad-fpp,28,28,1460,0,0.0,0,0.0,0,0,30.95,0,0,0.06869058899413714
640d440cee25bf,b9346e1043aa26,462206d2352a67,3,2,278.7,1,0,1,23,1000,1,1,7.2589999999999995,1798,duo,46,45,0,0,2532.0,0,0.0,0,0,4231.0,7,1500,0.8739830854668802
fff9b7ced68e10,2b4df52d5c9e56,25ade93a241f39,0,0,129.4,1,0,0,36,0,1,1,5.689,1413,duo,48,48,1491,0,0.0,0,0.0,0,0,424.6,3,0,0.43264151562524505
d8f7ba739b1a2e,e6d3b1c9bcb35c,b4204f1c8eb362,0,0,129.6,1,0,0,30,0,1,1,9.908999999999999,1861,squad,28,25,1388,0,0.0,0,0.0,0,0,393.8,5,0,0.3136475802779461
41f6ef87fa54bd,8fdcd2fef7dd25,cb7546a9e1e602,1,1,49.5,0,0,5,62,1065,0,0,0.0,1993,squad-fpp,30,28,-1,0,627.3,0,0.0,0,0,1274.0,3,1526,0.23550919819278823
b9e4ec27c0e184,d012a2c214f9bf,00e0abcf6a7d35,0,0,0.0,0,0,0,93,0,0,0,0.0,1408,squad-fpp,28,28,1441,0,0.0,0,0.0,0,0,12.1,0,0,0.0
83cc6eb2d6c873,1ecfe9153fdcea,a36f7fdc32349c,0,1,40.2,1,0,4,28,0,1,1,1.535,905,crashfpp,50,47,1500,0,3690.0,1,0.0,0,0,910.8,1,0,0.41676755639991886
16c9c06d06cbc8,d053cfbccb505b,cd52197ef7c804,1,0,259.7,1,0,0,38,0,1,1,4.159,1848,squad,28,26,1442,0,0.0,0,0.0,0,0,140.0,3,0,0.10612122984817779
1efa868c96f6be,204e077d03f151,fff2c218352941,0,1,255.7,1,0,3,34,1564,1,1,3.858,1397,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,421.6,3,1532,0.42873088837220713
119332ce228382,5b9686335bbb4a,462206d2352a67,0,0,31.43,0,0,3,46,1127,0,0,0.0,1798,duo,46,45,0,0,11640.0,0,0.0,0,1,1307.0,3,1532,0.6167290098247371
f98a527bd24316,9f0391c065e300,eb3d07f6233da5,1,0,48.24,1,1,0,37,0,1,1,8.476,1890,squad-fpp,29,29,1400,0,0.0,0,0.0,0,0,76.67,2,0,0.06783696041031201
51b4e937c2cf92,2da3a5cc95ec90,6f6e52b15ddf21,2,1,95.4,0,1,0,30,0,1,1,1.817,1362,squad-fpp,26,24,1520,1,645.8,0,0.0,0,0,1855.0,3,0,0.6323832390314993
6e5aceace53e3f,15879c8e91b5ef,97879fd93ce1ae,0,0,0.0,0,0,0,55,1000,0,0,0.0,1342,duo,47,42,-1,0,0.0,0,0.0,0,0,335.1,4,1500,0.5108281809977405
90d6b6674da024,76a06bdb1ee68f,1a19db2a5bd8ba,0,0,52.92,0,0,0,79,1507,0,0,0.0,1327,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,36.8,1,1559,0.13127926892600233
98013a6f758c34,342bad71ac5b40,f4cf26a84ca035,0,1,182.6,1,1,1,32,0,1,1,60.19,1967,squad-fpp,29,28,1533,0,0.0,0,0.0,0,0,2570.0,5,0,0.4881602824999363
3d33da79dab2ca,b71e66887db2cf,f4cf26a84ca035,0,0,0.0,0,0,0,67,0,0,0,0.0,1967,squad-fpp,29,28,1490,2,0.0,0,0.0,0,0,1348.0,5,0,0.3336040362924544
737246c7c948c9,c7b690ef983e2d,cf8ab90dfdcf82,1,2,171.9,2,1,0,18,1603,2,1,54.57,1384,squad-fpp,27,27,-1,0,757.6,0,0.0,0,0,2285.0,4,1491,0.6656119688263131
6df2e0506dce88,1747ddd63c960e,e6730efe2fd88c,0,0,119.7,0,0,0,59,1078,0,0,0.0,1952,duo,47,43,-1,0,2025.0,0,0.0,0,0,984.0,5,1489,0.38385120042269844
d56ecc37271d04,1441fbcb18b2e7,fff2c218352941,0,0,163.0,1,0,0,39,1131,1,1,10.39,1397,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,508.4,1,1489,0.21336801619814397
098f9dff6ac85d,68964359bf9db6,5e1b2d03222865,2,2,367.9,1,0,1,4,0,3,2,35.17,1447,duo-fpp,48,43,1510,1,0.0,0,0.0,0,0,3058.0,5,0,0.8181987707266565
b24c775b03575b,3e99abed116fe3,88cacc4d53c5a2,0,1,0.0,0,0,1,66,0,0,0,0.0,1813,duo-fpp,46,44,1500,0,0.0,0,0.0,0,0,156.2,4,0,0.2981183541375269
dc7e88b6d005ef,1adf4a1d0361f6,25ade93a241f39,0,3,58.72,0,0,2,23,0,1,1,1.449,1413,duo,48,48,1435,0,62.54,0,0.0,0,0,2211.0,5,0,0.9248065379758225
837cee1baedaf6,a2c43114851521,7d624a1ece8710,0,4,125.7,0,1,1,6,0,3,1,36.63,1969,squad-fpp,30,30,1432,1,3720.0,0,0.0,0,0,3134.0,9,0,0.9253767502395971
4778975d20e08e,9c9975b998858b,bd7dff6c9fd319,0,1,100.0,1,0,1,39,1287,1,1,28.7,1320,duo-fpp,49,49,-1,1,0.0,0,0.0,0,0,229.5,3,1514,0.2109592183820253
015678ec8588e6,61b88551e8e783,5161bc3fef53a2,0,0,193.7,1,0,0,94,1656,0,0,0.0,1366,squad-fpp,27,25,-1,0,0.0,0,0.0,0,0,29.7,2,1505,0.0
2fc81c5be10d17,d70587d8356bf0,f32aa2c1a33aa2,0,0,0.0,0,0,0,72,1226,0,0,0.0,1423,solo-fpp,97,94,-1,0,0.0,0,0.0,0,0,206.4,3,1617,0.34142376475145875
43ee65bc7507cd,defe9f57f06b47,e0f1a8f725a083,0,2,331.5,2,1,2,6,0,3,2,55.32,1384,duo-fpp,50,50,1419,1,0.0,0,0.0,0,0,1737.0,3,0,0.8810194850166156
2d746cdc8a4cad,699c1288d31b1d,1eacfda087d5d5,0,3,209.0,3,0,2,14,0,2,1,68.98,1877,squad-fpp,27,27,1476,0,293.2,0,0.0,0,0,3484.0,6,0,0.7607473639691297
08809754031de2,4c2512996b8544,00e0abcf6a7d35,0,0,100.0,1,0,0,46,0,1,1,7.678,1408,squad-fpp,28,28,1438,0,0.0,0,0.0,0,0,76.56,2,0,0.10396381609161774
abfc9c26093c70,69614eefee82fc,25ade93a241f39,0,0,0.0,0,0,0,87,0,0,0,0.0,1413,duo,48,48,1413,0,0.0,0,0.0,0,0,218.1,2,0,0.07965491323444701
a94b6aed72abce,388ebf4f0f91e1,6f6e52b15ddf21,2,5,278.1,2,2,4,12,0,2,1,263.6,1362,squad-fpp,26,24,1526,0,0.0,0,0.0,0,0,3352.0,9,0,0.885231848722776
669262dcc1f6e7,1f212114fce9d5,fff2c218352941,1,6,145.2,1,0,4,27,1079,1,1,40.93,1397,squad-fpp,28,28,-1,0,0.0,0,119.8,0,0,2652.0,6,1486,0.7213868914749706
d05c27c62dec63,d4e13f4aadd44f,b71ba7a2729b75,1,0,27.3,0,0,3,64,0,0,0,0.0,1816,squad-fpp,27,26,1615,0,2137.0,0,0.0,0,0,1676.0,4,0,0.40314219040773114
3a6af44127a44c,a7d57f122a732a,25ade93a241f39,0,0,0.0,0,0,0,89,0,0,0,0.0,1413,duo,48,48,1494,0,0.0,0,0.0,0,0,81.43,2,0,0.06250594117075381
de2144bcb426f6,db54e31f96bed3,a0881eedeee3b5,1,0,117.9,1,0,0,36,0,1,1,95.08,1362,squad-fpp,28,28,1425,0,0.0,0,0.0,0,0,240.9,2,0,0.171328496430117
b627a39e345064,9d7053810928a5,cf8ab90dfdcf82,0,10,179.4,1,1,1,7,1000,3,1,38.06,1384,squad-fpp,27,27,-1,2,0.0,0,9.005,0,0,3352.0,6,1500,0.8926583611528125
19b75194a217f9,cc91fd63df5def,e99a57eb281d3c,0,0,100.0,1,0,0,40,1427,1,1,2.8960000000000004,1357,duo-fpp,49,46,-1,0,0.0,0,0.0,0,0,108.6,3,1385,0.07571352958482469
74d5632a78f85b,7e92356ecf4250,a4f4a4bd77bdd7,0,1,0.0,0,0,0,78,0,0,0,0.0,1894,squad,27,26,1464,0,0.0,0,0.0,0,0,305.9,3,0,0.03583405303470247
ce750cc406b720,55d1d55564b37b,a80eefc46de393,0,5,467.9,0,4,1,7,0,4,1,153.0,1907,solo,95,92,1470,0,851.2,0,87.54,0,0,3220.0,7,0,0.7953395697855394
290acb5795af47,c8f7436da110a8,2ed2125029f02a,0,0,118.3,0,0,1,64,1000,0,0,0.0,1383,squad-fpp,30,29,-1,0,0.0,0,0.0,0,0,652.9,1,1500,0.4953460602121904
dcc045be28b78c,eb771ff7ce3804,95125f5e05c653,0,3,54.68,0,0,1,51,1208,0,0,0.0,1386,duo-fpp,48,47,-1,1,0.0,0,11.49,0,0,3272.0,6,1475,0.841481571051482
b449820267dfb9,764ab668a52d4c,cb7546a9e1e602,0,0,135.0,1,0,0,77,1016,0,0,0.0,1993,squad-fpp,30,28,-1,1,0.0,0,0.0,0,0,355.9,1,1481,0.09851368293846714
a1ff95c319107e,018e948c7bca00,55c4c016afe3a2,0,0,54.14,0,0,0,89,0,0,0,0.0,1774,squad-fpp,27,26,1517,0,0.0,0,0.0,0,0,108.8,1,0,0.03681397261876763
7f856914cc835b,bba69d9286d11b,f4cf26a84ca035,0,0,62.95,2,0,0,41,0,1,1,11.14,1967,squad-fpp,29,28,1365,1,1425.0,0,0.0,0,0,776.2,3,0,0.1751842574375596
4aee9ec9d73238,3ba9e38f7e8bb4,0ebbefe1bdb2ff,0,1,0.0,0,0,0,35,1140,0,0,0.0,1910,duo-fpp,47,43,-1,0,3364.0,0,0.0,0,0,3193.0,9,1537,0.8315437660470115
3f696f41b00bfb,3b7970e5b3a456,d1e71efdebb366,1,0,22.77,0,0,0,72,0,0,0,0.0,1386,duo-fpp,49,48,1519,0,0.0,0,0.0,0,0,69.77,1,0,0.3014853452312337
0851cd6a48508d,ba29299ba79ea3,b4204f1c8eb362,1,0,29.18,0,0,0,60,0,0,0,0.0,1861,squad,28,25,1423,0,0.0,0,0.0,0,0,390.4,5,0,0.26259318167432893
fb498ac0ed85a4,ed46a5ca26ed04,67e2464e16b5b9,0,1,26.5,0,0,1,64,0,0,0,0.0,1893,solo-fpp,97,94,1853,0,0.0,0,0.0,0,0,1135.0,5,0,0.4384516764183914
fd8c9ccfce60cb,762691568c768d,f2a26c473a60a3,0,0,0.0,0,0,0,88,1084,0,0,0.0,1824,duo-fpp,48,46,-1,0,0.0,0,0.0,0,0,178.4,2,1401,0.07946235008097867
97068762697a26,bd8be394e88697,a36f7fdc32349c,0,2,0.0,0,0,2,51,0,0,0,0.0,905,crashfpp,50,47,1500,0,0.0,0,0.0,0,0,1893.0,3,0,0.6183721377769288
8885625fc54f63,953627fc5efd43,0cbdfa444c89bd,0,0,157.7,2,0,0,77,0,0,0,0.0,1391,squad-fpp,27,26,1365,0,0.0,0,0.0,0,0,136.6,2,0,0.18284816258599185
feadc13279e6eb,abb693da5be4f8,0ebbefe1bdb2ff,0,3,458.4,2,1,0,9,1302,3,2,25.28,1910,duo-fpp,47,43,-1,0,2348.0,0,0.0,0,0,2776.0,11,1520,0.8198970930029517
c3fff8a7d670b4,3117535a842fe3,f4cf26a84ca035,0,0,25.8,0,0,0,70,0,0,0,0.0,1967,squad-fpp,29,28,1414,0,946.6,0,0.0,0,0,2556.0,4,0,0.3145675421989147
c7b4739f7c0d7e,a6f407a8dc95f9,4316f15123d787,0,0,0.0,0,0,0,74,1367,0,0,0.0,1392,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,87.47,1,1454,0.2479368656139298
2dab07e67315bf,c8ebceb97d6b8f,f4cf26a84ca035,0,0,0.0,0,0,0,78,0,0,0,0.0,1967,squad-fpp,29,28,1499,0,598.6,0,0.0,0,0,709.7,6,0,0.1390280815596356
6b8f327d206a3f,24b7abc3ff6b23,1eacfda087d5d5,0,0,0.0,0,0,0,60,0,0,0,0.0,1877,squad-fpp,27,27,1462,0,0.0,0,0.0,0,0,610.2,3,0,0.3247877297503735
f2143f9bb81dc3,f2f2e781a32b92,a80eefc46de393,0,4,196.4,0,0,2,17,0,2,1,7.848,1907,solo,95,92,1500,0,3777.0,0,0.0,0,0,920.9,6,0,0.6142182567318717
18da518d5cabb0,e4c1b75fef315e,8ccc6a316742a4,0,0,0.0,0,0,0,86,0,0,0,0.0,1340,duo-fpp,49,47,1504,0,0.0,0,0.0,0,0,74.92,0,0,0.11657721335403975
937c88c162786a,1332c87851c3d0,2ed2125029f02a,2,4,167.1,1,0,2,10,1000,2,1,73.98,1383,squad-fpp,30,29,-1,1,38.49,0,0.0,0,0,4095.0,4,1500,0.9368608293390612
76e1534115be15,64e8af34ede0f7,8c9f74a5f7919c,1,4,26.46,0,0,11,43,0,0,0,0.0,1839,duo-fpp,48,41,1515,0,1238.0,0,0.0,0,0,3447.0,7,0,0.8957139703411345
f598139785c764,ba40b9ba62072c,b4204f1c8eb362,1,2,50.13,0,0,1,41,0,0,0,0.0,1861,squad,28,25,1500,0,2869.0,0,0.0,0,0,1893.0,6,0,0.6565962204279566
86ffe6bdfc009f,33033e2dfe345a,32fb800e86ea89,0,3,75.0,0,0,2,26,1020,1,1,6.862,1385,duo-fpp,48,47,-1,0,0.0,0,0.0,0,0,2780.0,5,1500,0.7888122762832883
75629817902852,1d6ab612a2d775,74f618f1c50a87,0,1,0.0,0,0,1,45,1248,0,0,0.0,1445,squad,27,25,-1,1,463.3,0,4.526,0,0,2308.0,6,1580,0.7638922117952682
91f3a470a174fc,00aa92e150c400,95125f5e05c653,0,0,87.31,1,0,0,64,1000,0,0,0.0,1386,duo-fpp,48,47,-1,1,0.0,0,0.0,0,0,431.9,3,1500,0.391228256459098
759ac136e52c70,67589e78973011,0efcb3d587de94,0,0,0.0,0,0,0,88,1000,0,0,0.0,1432,solo-fpp,95,95,-1,0,0.0,0,0.0,0,0,3.83,1,1500,0.0707786054225758
dcf3ad3594c981,2e5807854ae665,34091ec0a17ad7,1,0,97.11,0,0,0,67,1160,0,0,0.0,1208,squad-fpp,30,27,-1,0,0.0,0,0.0,0,0,592.0,1,1369,0.2724417256482817
ea225f454c818f,b2af4c4a4e7cdd,a80eefc46de393,0,0,81.67,0,0,1,48,0,0,0,0.0,1907,solo,95,92,1516,0,0.0,0,0.0,0,0,735.6,6,0,0.6362671264036648
f8de297366fab3,eda1ba09378606,fc1894fb00cab4,0,0,0.0,0,0,0,89,0,0,0,0.0,1358,duo-fpp,46,45,1512,0,0.0,0,0.0,0,0,0.0,0,0,0.0
4e13286a9d6ae3,31cc3ab0b35085,fff2c218352941,0,0,100.0,1,0,0,33,1367,1,1,6.058,1397,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,48.9,1,1521,0.44979395141126627
2c635e59f4b090,abb3048923f825,a80eefc46de393,0,0,0.0,0,0,0,51,0,0,0,0.0,1907,solo,95,92,1500,0,5614.0,0,154.3,0,0,184.0,0,0,0.5863216231166624
d69df9108ec332,2cf441cef3a0be,a986dd98de8eae,0,0,149.3,2,0,4,67,988,0,0,0.0,1786,squad-fpp,29,29,-1,0,240.8,0,0.0,0,0,425.9,3,1488,0.3230778083823383
0491900c50ef34,b1f5b84ca039e3,55c4c016afe3a2,0,0,0.0,0,0,0,88,0,0,0,0.0,1774,squad-fpp,27,26,1412,0,0.0,0,0.0,0,0,126.4,1,0,0.07592210471759929
e65568987e4e9c,fe344a20f3fa96,5161bc3fef53a2,0,1,102.3,0,0,0,49,1506,0,0,0.0,1366,squad-fpp,27,25,-1,1,2121.0,0,3.892,0,0,1592.0,7,1563,0.6714584946146821
4c919fcff311c8,b1b7d35870ab76,d1e71efdebb366,0,0,0.0,0,0,0,90,0,0,0,0.0,1386,duo-fpp,49,48,1452,0,0.0,0,0.0,0,0,86.8,1,0,0.0802456139970632
c80f0f524c3a3e,cb0911becf8039,cb7546a9e1e602,0,7,490.3,2,0,8,8,1357,3,2,32.87,1993,squad-fpp,30,28,-1,0,754.3,0,0.0,0,0,4869.0,6,1522,0.8410091617896861
498a70ceaa30a5,809085dcce22dd,e9d203a36b1d0a,0,0,114.0,1,0,2,39,0,1,1,2.033,1395,squad-fpp,28,28,1484,0,0.0,0,0.0,0,0,122.7,1,0,0.1372425148808703
ac349fa4e5dda2,f7ac5fbbb03de3,c6a1c9bc246658,0,6,602.9,5,1,3,1,0,7,2,80.74,1366,squad-fpp,27,27,1500,1,0.0,0,0.0,0,0,3032.0,5,0,0.8987492354255178
c9fdfbdc6d107b,cc79e5797fc924,5e1b2d03222865,1,1,223.7,2,0,1,18,0,2,2,14.92,1447,duo-fpp,48,43,1560,0,0.0,0,0.0,0,0,176.5,3,0,0.17026876700206953
97df3f89b68e13,8fe0268c3ed769,4f94bb11535d03,1,4,164.3,1,1,2,7,0,3,1,105.6,1775,duo-fpp,48,48,1475,0,6218.0,0,0.0,0,0,1592.0,5,0,0.6530475036233286
9ff607193b6f9f,025582d0daf0fc,a36f7fdc32349c,0,3,0.0,0,0,0,87,0,0,0,0.0,905,crashfpp,50,47,1500,0,0.0,0,0.0,0,0,264.8,1,0,0.11781479639079984
2fb191d854f890,15efc0dd9d5202,462206d2352a67,2,3,1030.0,4,3,2,2,1088,7,2,277.2,1798,duo,46,45,0,0,0.0,0,0.0,0,0,2499.0,8,1453,0.8889337938196852
b962b72684fea9,22cfa45afca5c5,b4204f1c8eb362,0,2,101.7,1,0,1,55,0,0,0,0.0,1861,squad,28,25,1396,0,0.0,0,0.0,0,0,546.5,7,0,0.35982658505709614
564825906a2d12,b053795445b0aa,8c9f74a5f7919c,0,0,0.0,0,0,0,85,0,0,0,0.0,1839,duo-fpp,48,41,1505,0,0.0,0,0.0,0,0,150.9,3,0,0.08026738933282891
662d8544292ebf,10e2d86cbdb48b,a36f7fdc32349c,0,4,100.0,1,0,1,27,0,1,1,0.8917,905,crashfpp,50,47,1500,0,0.0,0,0.0,0,0,1063.0,2,0,0.4640373542970811
a92d87b6101ffc,cb57eaa3332c65,4316f15123d787,0,0,175.0,1,2,0,15,1567,2,2,104.5,1392,squad-fpp,28,28,-1,0,145.8,0,0.0,0,0,2583.0,7,1539,0.9256188349517733
34c2712b1daf48,056a61f04c9626,a139eac809980a,0,1,49.16,0,0,7,52,1251,0,0,0.0,1357,squad-fpp,31,28,-1,0,0.0,0,0.0,0,0,1484.0,3,1473,0.5484148015614295
b3a22459e07223,ad7cf86744bb80,fc1894fb00cab4,0,0,72.24,0,0,0,44,0,0,0,0.0,1358,duo-fpp,46,45,1555,0,0.0,0,0.0,0,0,1606.0,7,0,0.6212933757881768
d15abab09b9be9,b0b8d48126e974,214ba5e6940983,0,1,172.0,2,0,8,56,0,0,0,0.0,1778,squad,31,31,1500,1,881.3,0,0.0,0,0,1564.0,5,0,0.44915369107518976
5b448d10d0588e,92a5fe7e7de9db,214ba5e6940983,0,0,0.0,0,0,0,83,0,0,0,0.0,1778,squad,31,31,1500,0,0.0,0,0.0,0,0,192.7,5,0,0.08454159548743721
8fac091f4dc57c,7fadbf5a5fd510,a80eefc46de393,0,3,390.4,0,2,2,9,0,3,1,75.23,1907,solo,95,92,1500,0,5857.0,0,0.0,0,0,1852.0,5,0,0.8975702919630068
525ce70629f216,058f8193b4da5f,70f9a656aba1ac,1,6,561.7,0,0,3,3,0,5,1,73.38,1388,solo-fpp,97,94,1488,0,2005.0,0,61.46,0,0,1979.0,4,0,0.8073968838585355
0fe9362c2e17e3,15bc22f0ea60bd,d3c9e75fb0cc70,0,0,0.0,0,0,0,61,0,0,0,0.0,1188,squad-fpp,25,24,1442,0,0.0,0,0.0,0,0,1088.0,4,0,0.3630552373962465
ec2a1bfce2668c,84e370e494bd7e,0ebbefe1bdb2ff,0,1,31.89,0,0,3,64,1162,0,0,0.0,1910,duo-fpp,47,43,-1,0,1937.0,0,0.0,0,0,594.7,4,1547,0.3564343819278638
b972ef3ce69d6b,ea1c694dbc70b9,ad64f6d48b9105,0,0,0.0,0,0,0,90,0,0,0,0.0,1403,duo-fpp,46,44,1522,0,0.0,0,0.0,0,0,0.0,1,0,0.0
c63058afeb0eb6,e8148672f22101,d3c9e75fb0cc70,0,0,0.0,0,0,0,87,0,0,0,0.0,1188,squad-fpp,25,24,1351,0,0.0,0,0.0,0,0,7.095,1,0,0.0
